5
a
99.000000 99.000000 99.000000 
99.000000 99.000000 99.000000 
99.000000 99.000000 99.000000 
99.000000 99.000000 99.000000 
99.000000 99.000000 9.000000 
99.000000 99.000000 99.000000 
b
89.000000 89.000000 89.000000 
89.000000 89.000000 89.000000 
89.000000 89.000000 89.000000 
89.000000 89.000000 89.000000 
89.000000 89.000000 89.000000 
89.000000 89.000000 89.000000 
c
78.000000 78.000000 78.000000 
78.000000 78.000000 78.000000 
78.000000 78.000000 78.000000 
78.000000 78.000000 78.000000 
78.000000 78.000000 78.000000 
78.000000 78.000000 78.000000 
d
67.000000 67.000000 67.000000 
67.000000 67.000000 67.000000 
67.000000 67.000000 67.000000 
67.000000 67.000000 67.000000 
67.000000 67.000000 67.000000 
67.000000 67.000000 67.000000 
g
98.000000 97.000000 92.000000 
78.000000 83.000000 89.000000 
100.000000 100.000000 90.000000 
91.000000 98.000000 95.000000 
75.000000 80.000000 83.000000 
43.000000 56.000000 49.000000 
